zone,year,population,water_supply_mgd,water_demand_mgd,groundwater_extraction_mgd,groundwater_recharge_mgd,energy_consumption_mu,solar_capacity_mw,renewable_share_percent,waste_generated_tpd,waste_processed_tpd,landfill_dependency_percent,green_space_sqkm,tree_cover_percent,built_up_density_percent,ghg_emissions_mtco2,transport_emissions_mtco2,waste_emissions_mtco2,sustainability_score
East,1895,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.64,41.07,20.0,0.5,0.06,0.02,59.85
East,1896,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.51,40.81,20.0,0.5,0.06,0.02,59.85
East,1897,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.38,40.55,20.0,0.5,0.06,0.02,59.85
East,1898,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.25,40.29,20.0,0.5,0.06,0.02,59.85
East,1899,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.12,40.03,20.0,0.5,0.06,0.02,59.85
East,1900,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,24.0,39.78,20.0,0.5,0.06,0.02,59.85
East,1901,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.87,39.52,20.0,0.5,0.06,0.02,59.85
East,1902,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.74,39.26,20.0,0.5,0.06,0.02,59.85
East,1903,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.61,39.0,20.0,0.5,0.06,0.02,59.85
East,1904,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.48,38.74,20.0,0.5,0.06,0.02,59.85
East,1905,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.35,38.48,20.0,0.5,0.06,0.02,59.85
East,1906,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.22,38.23,20.0,0.5,0.06,0.02,59.85
East,1907,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,23.09,37.97,20.0,0.5,0.06,0.02,59.85
East,1908,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.96,37.71,20.0,0.5,0.06,0.02,59.85
East,1909,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.83,37.45,20.0,0.5,0.06,0.02,59.85
East,1910,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.7,37.19,20.0,0.5,0.06,0.02,59.85
East,1911,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.57,36.94,20.0,0.5,0.06,0.02,59.85
East,1912,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.44,36.68,20.0,0.5,0.06,0.02,59.85
East,1913,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.31,36.42,20.0,0.5,0.06,0.02,59.85
East,1914,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.18,36.16,20.0,0.5,0.06,0.02,59.85
East,1915,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,22.05,35.9,20.0,0.5,0.06,0.02,59.85
East,1916,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.93,35.64,20.0,0.5,0.06,0.02,59.85
East,1917,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.8,35.39,20.0,0.5,0.06,0.02,59.85
East,1918,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.67,35.13,20.0,0.5,0.06,0.02,59.85
East,1919,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.54,34.87,20.0,0.5,0.06,0.02,59.85
East,1920,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.41,34.61,20.0,0.5,0.06,0.02,59.85
East,1921,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.28,34.35,20.0,0.5,0.06,0.02,59.85
East,1922,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.15,34.09,20.0,0.5,0.06,0.02,59.85
East,1923,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,21.02,33.84,20.0,0.5,0.06,0.02,59.85
East,1924,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.89,33.58,20.0,0.5,0.06,0.02,59.85
East,1925,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.76,33.32,20.0,0.5,0.06,0.02,59.85
East,1926,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.63,33.06,20.0,0.5,0.06,0.02,59.85
East,1927,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.5,32.8,20.0,0.5,0.06,0.02,59.85
East,1928,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.37,32.55,20.0,0.5,0.06,0.02,59.85
East,1929,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.24,32.29,20.0,0.5,0.06,0.02,59.85
East,1930,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,20.11,32.03,20.0,0.5,0.06,0.02,59.85
East,1931,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.98,31.77,20.0,0.5,0.06,0.02,59.85
East,1932,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.86,31.51,20.0,0.5,0.06,0.02,59.85
East,1933,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.73,31.25,20.0,0.5,0.06,0.02,59.85
East,1934,300000,15.3,15.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.6,31.0,20.0,0.5,0.06,0.02,59.85
East,1935,300000,16.2,16.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.47,30.74,20.0,0.5,0.06,0.02,59.85
East,1936,300000,17.1,17.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.34,30.48,20.0,0.5,0.06,0.02,59.85
East,1937,300000,18.0,18.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.21,30.22,20.0,0.5,0.06,0.02,59.85
East,1938,300000,18.9,19.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,19.08,29.96,20.0,0.5,0.06,0.02,59.85
East,1939,300000,19.8,20.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.95,29.71,20.0,0.5,0.06,0.02,59.85
East,1940,300000,20.7,21.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.82,29.45,20.0,0.5,0.06,0.02,59.85
East,1941,300000,21.6,22.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.69,29.19,20.0,0.5,0.06,0.02,59.85
East,1942,300000,22.5,23.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.56,28.93,20.0,0.5,0.06,0.02,59.85
East,1943,300000,23.4,24.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.43,28.67,20.0,0.5,0.06,0.02,59.85
East,1944,300000,24.3,25.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.3,28.41,20.0,0.5,0.06,0.02,59.85
East,1945,300000,25.2,25.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.17,28.16,20.0,0.5,0.06,0.02,59.85
East,1946,300000,26.1,26.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,18.04,27.9,20.0,0.5,0.06,0.02,59.83
East,1947,300000,27.0,27.8,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.91,27.64,20.0,0.5,0.06,0.02,59.66
East,1948,300000,27.9,28.7,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.79,27.38,20.0,0.5,0.06,0.02,59.48
East,1949,300000,28.8,29.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.66,27.12,20.0,0.5,0.06,0.02,59.3
East,1950,300000,29.7,30.6,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.53,26.86,20.0,0.5,0.06,0.02,59.12
East,1951,300000,30.6,31.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.4,26.61,20.0,0.5,0.06,0.02,58.94
East,1952,300000,31.5,32.4,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.27,26.35,20.0,0.5,0.06,0.02,58.77
East,1953,300000,32.4,33.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.14,26.09,20.0,0.5,0.06,0.02,58.59
East,1954,300000,33.3,34.3,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,17.01,25.83,21.0,0.5,0.06,0.02,58.41
East,1955,300000,34.2,35.2,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,16.88,25.57,22.0,0.5,0.06,0.02,58.23
East,1956,300000,35.1,36.1,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,16.75,25.32,23.0,0.5,0.06,0.02,58.05
East,1957,300000,36.0,37.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,16.62,25.06,24.0,0.5,0.06,0.02,57.87
East,1958,300000,36.9,38.0,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,16.49,24.8,25.0,0.5,0.06,0.02,57.7
East,1959,300000,37.8,38.9,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,16.36,24.54,26.0,0.5,0.06,0.02,57.52
East,1960,350000,39.1,40.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,15.04,22.08,27.0,0.6,0.08,0.03,56.05
East,1961,350000,40.0,41.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.94,21.86,28.0,0.6,0.08,0.03,55.9
East,1962,350000,40.8,42.1,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.83,21.65,29.0,0.6,0.08,0.03,55.75
East,1963,350000,41.7,43.0,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.72,21.43,30.0,0.6,0.08,0.03,55.6
East,1964,350000,42.6,43.9,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.61,21.21,31.0,0.6,0.08,0.03,55.45
East,1965,350000,43.5,44.8,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.51,20.99,32.0,0.6,0.08,0.03,55.3
East,1966,350000,44.4,45.7,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.4,20.77,33.0,0.6,0.08,0.038,55.15
East,1967,350000,45.3,46.7,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.29,20.55,34.0,0.6,0.08,0.054,55.0
East,1968,350000,46.2,47.6,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.18,20.33,35.0,0.6,0.08,0.071,54.84
East,1969,350000,47.1,48.5,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,14.08,20.12,36.0,0.6,0.08,0.087,54.69
East,1970,350000,48.0,49.4,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,13.97,19.9,37.0,0.6,0.08,0.103,54.54
East,1971,350000,48.9,50.3,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,13.86,19.68,38.0,0.6,0.08,0.119,54.39
East,1972,350000,49.7,51.2,2.0,1.0,250.0,1.0,0.2,80.0,6.4,90.0,13.75,19.46,39.0,0.6,0.08,0.138,54.24
East,1973,350000,50.6,52.2,2.0,1.2,250.0,1.0,0.2,80.0,6.4,90.0,13.65,19.24,40.0,0.6,0.08,0.144,54.09
East,1974,350000,51.5,53.1,2.0,1.7,250.0,1.0,0.2,80.0,6.4,90.0,13.54,19.02,41.0,0.6,0.08,0.144,53.94
East,1975,350000,52.4,54.0,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,13.43,18.8,42.0,0.6,0.08,0.144,53.79
East,1976,350000,53.3,54.9,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,13.32,18.59,43.0,0.6,0.08,0.144,53.64
East,1977,350000,54.2,55.8,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,13.22,18.37,44.0,0.6,0.08,0.144,53.49
East,1978,350000,55.1,56.7,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,13.11,18.15,45.0,0.6,0.08,0.144,53.34
East,1979,350000,56.0,57.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,13.0,17.93,46.0,0.6,0.08,0.144,53.19
East,1980,350000,56.9,58.6,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.9,17.71,47.0,0.6,0.08,0.144,53.04
East,1981,350000,57.7,59.5,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.79,17.49,48.0,0.6,0.08,0.144,52.89
East,1982,350000,58.6,60.4,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.68,17.27,49.0,0.6,0.08,0.144,52.74
East,1983,350000,59.5,61.3,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.57,17.05,50.0,0.6,0.08,0.144,52.59
East,1984,350000,60.4,62.2,2.0,2.0,250.0,1.0,0.2,80.0,6.4,90.0,12.47,16.84,51.0,0.6,0.08,0.144,52.44
East,1985,350000,61.3,63.1,2.0,2.0,250.0,1.0,0.2,80.0,43.0,46.22,12.36,16.62,52.0,0.6,0.08,0.144,61.44
East,1986,350000,62.2,64.1,2.0,2.0,250.0,1.0,0.2,80.0,27.5,65.6,12.25,16.4,53.0,0.6,0.08,0.144,57.41
East,1987,350000,63.1,65.0,2.0,2.0,250.0,1.0,0.2,90.0,30.4,66.2,12.14,16.18,54.0,0.6,0.08,0.144,57.14
East,1988,420000,64.0,65.9,4.0,3.9,260.0,1.0,0.2,135.0,45.4,66.4,12.04,15.96,55.0,0.6,0.08,0.144,56.95
East,1989,510000,64.9,66.8,6.0,5.9,380.0,1.0,0.2,180.0,60.3,66.5,11.93,15.74,56.0,0.632,0.08,0.152,56.73
East,1990,600000,65.8,67.7,8.0,7.8,500.0,1.0,0.2,225.0,75.2,66.56,11.82,15.52,57.0,0.841,0.08,0.202,56.24
East,1991,690000,66.6,68.6,10.0,9.8,620.0,1.0,0.2,270.0,91.1,66.25,11.79,15.43,58.0,1.027,0.08,0.247,55.95
East,1992,780000,67.5,69.6,12.0,10.6,740.0,1.0,0.2,315.0,105.6,66.47,11.64,15.14,59.0,1.22,0.08,0.293,55.4
East,1993,870000,68.4,70.5,14.0,11.1,860.0,1.0,0.2,360.0,124.4,65.45,11.77,15.3,60.0,1.411,0.08,0.339,55.42
East,1994,960000,69.3,71.4,16.0,11.6,980.0,1.0,0.2,405.0,143.8,64.5,11.87,15.41,61.0,1.625,0.096,0.39,55.36
East,1995,1050000,70.2,72.3,18.0,12.1,1100.0,1.0,0.2,450.0,155.9,65.36,11.57,14.89,62.0,1.88,0.196,0.451,54.42
East,1996,1140000,71.1,73.2,20.0,12.6,1220.0,1.0,0.2,495.0,166.4,66.38,11.24,14.32,63.0,2.152,0.301,0.506,53.38
East,1997,1230000,72.0,74.1,22.0,13.1,1340.0,1.0,0.2,540.0,179.6,66.74,11.06,13.98,64.0,2.361,0.401,0.521,52.75
East,1998,1320000,72.9,75.1,24.0,13.6,1460.0,1.0,0.2,585.0,198.2,66.13,11.08,13.97,65.0,2.531,0.494,0.529,52.6
East,1999,1410000,73.8,76.0,26.0,14.1,1580.0,1.0,0.2,630.0,213.8,66.06,10.99,13.77,66.0,2.651,0.575,0.531,52.29
East,2000,1500000,74.7,76.9,28.0,14.6,1700.0,1.0,0.2,675.0,219.7,67.45,10.59,13.1,67.0,2.879,0.676,0.549,51.18
East,2001,1590000,75.5,77.8,30.0,15.1,1820.0,1.0,0.2,720.0,231.0,67.92,10.39,12.74,68.0,3.103,0.777,0.567,50.48
East,2002,1680000,76.4,78.7,32.0,15.6,1940.0,1.0,0.2,765.0,241.9,68.38,10.19,12.39,69.0,3.267,0.864,0.577,49.88
East,2003,1770000,77.3,79.6,34.0,16.1,2060.0,1.0,0.2,810.0,255.1,68.5,10.06,12.14,70.0,3.598,0.99,0.608,49.16
East,2004,1860000,78.2,80.6,36.0,16.6,2180.0,1.0,0.2,855.0,266.0,68.89,9.88,11.82,71.0,3.922,1.118,0.637,48.35
East,2005,1950000,79.1,82.0,38.0,17.1,2300.0,1.0,0.2,900.0,271.3,69.86,9.58,11.32,72.0,4.147,1.221,0.654,47.3
East,2006,2040000,80.0,88.0,40.0,17.6,2420.0,1.0,0.2,945.0,284.5,69.9,9.48,11.11,73.0,4.283,1.301,0.66,45.54
East,2007,2130000,80.9,94.0,42.0,18.0,2540.0,1.0,0.2,990.0,302.9,69.4,9.47,11.05,74.0,4.64,1.44,0.692,43.82
East,2008,2220000,81.8,100.0,44.0,18.5,2660.0,1.0,0.2,1035.0,315.1,69.56,9.34,10.8,75.0,4.985,1.578,0.722,42.01
East,2009,2310000,82.7,106.0,46.0,19.0,2780.0,1.0,0.2,1080.0,325.8,69.83,9.19,10.53,76.0,4.945,1.607,0.709,40.87
East,2010,2400000,83.6,112.0,48.0,19.5,2900.0,1.0,0.2,1125.0,324.2,71.18,8.83,9.96,77.0,5.202,1.719,0.729,38.95
East,2011,2490000,84.4,118.0,50.0,20.0,3020.0,1.6,0.23,1170.0,330.0,71.8,8.62,9.6,78.0,5.285,1.781,0.731,37.71
East,2012,2580000,85.3,124.0,52.0,20.5,3140.0,3.6,0.27,1215.0,345.5,71.57,8.56,9.47,79.0,5.526,1.889,0.749,36.63
East,2013,2670000,86.2,130.0,54.0,21.0,3260.0,4.7,0.28,1260.0,334.5,73.46,8.12,8.8,80.0,5.735,1.987,0.764,34.83
East,2014,2760000,87.1,136.0,56.0,21.5,3380.0,5.5,0.29,1305.0,325.3,75.07,7.74,8.22,81.0,5.971,2.094,0.782,33.15
East,2015,2850000,88.0,142.0,58.0,22.0,3500.0,12.0,0.4,1350.0,405.0,70.0,8.5,9.2,82.0,5.8,2.2,0.8,42.0
East,2016,2940000,89.0,148.0,60.0,22.0,3620.0,14.0,0.4,1395.0,419.0,70.0,8.4,9.0,83.0,6.0,2.3,0.8,41.0
East,2017,3030000,90.0,154.0,62.0,23.0,3740.0,16.0,0.5,1440.0,432.0,70.0,8.3,8.8,84.0,6.2,2.4,0.9,40.0
East,2018,3120000,91.0,160.0,64.0,23.0,3860.0,18.0,0.5,1485.0,446.0,69.0,8.2,8.6,85.0,6.4,2.5,0.9,39.0
East,2019,3210000,92.0,166.0,66.0,24.0,3980.0,20.0,0.5,1530.0,459.0,70.0,8.1,8.4,86.0,6.6,2.6,0.9,38.0
East,2020,3300000,93.0,172.0,68.0,24.0,4100.0,22.0,0.6,1575.0,472.0,70.0,8.0,8.2,87.0,6.8,2.7,0.9,37.0
East,2021,3390000,94.0,178.0,70.0,25.0,4220.0,24.0,0.6,1620.0,486.0,69.0,7.9,8.0,88.0,7.0,2.8,0.9,36.0
East,2022,3480000,95.0,184.0,72.0,25.0,4340.0,26.0,0.6,1665.0,499.0,70.0,7.8,7.8,89.0,7.2,2.9,1.0,35.0
East,2023,3570000,96.0,190.0,74.0,26.0,4460.0,28.0,0.7,1710.0,513.0,69.0,7.7,7.6,90.0,7.4,3.0,1.0,34.0
East,2024,3660000,97.0,196.0,76.0,26.0,4580.0,31.0,0.7,1755.0,526.0,70.0,7.6,7.4,91.0,7.6,3.1,1.0,33.0
East,2025,3750000,98.0,202.0,78.0,27.0,4700.0,34.0,0.8,1800.0,540.0,70.0,7.5,7.2,92.0,7.8,3.2,1.0,32.0
East,2026,3840000,99.0,208.0,80.0,27.0,4820.0,37.0,0.8,1845.0,553.0,70.0,7.4,7.0,93.0,8.0,3.3,1.0,31.0
East,2027,3930000,100.0,214.0,82.0,28.0,4940.0,40.0,0.9,1890.0,567.0,69.0,7.3,6.8,94.0,8.2,3.4,1.0,30.0
East,2028,4020000,101.0,220.0,84.0,28.0,5060.0,43.0,0.9,1935.0,580.0,70.0,7.2,6.6,95.0,8.4,3.5,1.0,29.0
East,2029,4110000,102.0,226.0,86.0,29.0,5180.0,46.0,0.9,1980.0,594.0,70.0,7.1,6.4,96.0,8.6,3.6,1.0,28.0
East,2030,4200000,98.0,232.0,88.0,29.0,5300.0,50.0,1.0,2025.0,608.0,70.0,7.0,6.2,97.0,8.8,3.7,1.1,27.0
West,1800,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1801,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1802,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1803,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1804,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1805,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1806,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1807,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1808,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1809,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1810,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1811,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1812,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1813,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1814,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1815,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1816,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1817,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1818,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1819,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1820,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1821,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1822,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1823,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1824,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1825,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1826,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1827,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1828,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1829,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1830,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1831,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1832,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1833,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1834,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1835,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1836,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1837,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1838,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1839,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1840,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1841,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1842,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
West,1843,300000,15.0,15.5,1.5,1.0,180.0,1.0,0.2,60.0,3.6,92.0,1.0,3.5,20.0,0.5,0.06,0.02,42.13
